species,country,region,farm,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor
Arabica,"Tanzania, United Republic Of",arusha,selian coffee estate,7.92,7.67,10.0,10.0,10.0,7.58,7.75,7.75,7.75,7.75
Arabica,Colombia,huila,,7.67,7.5,10.0,10.0,10.0,8.58,7.83,7.42,7.67,7.5
Arabica,Guatemala,,,7.67,7.83,10.0,10.0,10.0,7.75,7.75,7.75,7.67,7.75
Arabica,Kenya,kenya,,7.58,7.75,10.0,10.0,10.0,7.83,7.75,7.75,7.75,7.75
Arabica,Brazil,"minas gerais, br",café do paraíso,7.58,7.67,10.0,10.0,10.0,8.0,7.67,7.67,7.75,7.83
Arabica,Guatemala,oriente,la union monte verde,7.92,7.42,10.0,10.0,10.0,7.92,7.83,7.67,7.67,7.75
Arabica,El Salvador,apaneca,el majahual,8.42,7.92,10.0,10.0,9.33,8.17,7.58,7.17,7.5,8.08
Arabica,Colombia,huila,,7.75,7.58,10.0,10.0,10.0,7.75,7.83,7.75,7.75,7.75
Arabica,Guatemala,guatemala,el limon,7.83,7.67,10.0,10.0,10.0,7.83,7.83,8.0,7.5,7.5
Arabica,Uganda,mt. rwenzori,,7.83,7.67,10.0,10.0,10.0,7.75,7.83,7.83,7.5,7.75
Arabica,Indonesia,aceh tengah,"mus, eman",7.81,7.75,10.0,10.0,10.0,7.75,7.63,7.75,7.56,7.88
Arabica,Colombia,huila,,7.83,7.5,10.0,10.0,10.0,8.5,7.83,7.5,7.42,7.5
Arabica,Taiwan,"nanxi dist., tainan city 臺南市楠西區",chang yu liang 張玉良,7.58,7.92,10.0,10.0,10.0,7.83,7.75,7.67,7.67,7.67
Arabica,Guatemala,oriente,la esperanza y anexos,8.0,7.67,10.0,10.0,10.0,7.67,7.92,7.58,7.5,7.75
Arabica,Colombia,huila,,7.92,7.67,10.0,10.0,10.0,7.67,7.67,7.75,7.67,7.75
Arabica,Guatemala,"aldea xeucalvitz, ixil region, quiche department",aprocafi,7.58,7.67,10.0,10.0,10.0,7.67,7.75,8.0,7.67,7.75
Arabica,United States (Hawaii),kona,,7.83,8.0,10.0,10.0,9.33,8.08,7.42,7.83,7.83,7.75
Arabica,Mexico,santo domingo cacalotepec,la lagunilla,7.67,7.83,10.0,10.0,10.0,7.75,7.67,7.75,7.67,7.75
Arabica,Ethiopia,"ethiopia, sidamo",,7.92,7.92,8.67,10.0,10.0,7.92,7.92,8.0,7.83,7.92
Arabica,Costa Rica,,,7.58,7.67,10.0,10.0,10.0,7.75,7.83,7.75,7.67,7.75
Arabica,Ethiopia,sidamo,kerchanshe,7.83,7.92,10.0,10.0,10.0,7.75,7.33,7.75,7.67,7.75
Arabica,Honduras,comayagua,las cuchillas,7.42,7.75,10.0,10.0,10.0,7.58,7.75,7.92,7.75,7.83
Arabica,Guatemala,huehuetenango,finca los cerros y anexos,7.67,7.58,10.0,10.0,10.0,7.67,7.75,7.92,7.58,7.83
Arabica,Colombia,huila,,7.67,7.83,10.0,10.0,10.0,7.83,7.58,7.58,7.83,7.67
Arabica,Guatemala,oriente,el papaturro,7.92,7.5,10.0,10.0,10.0,7.83,7.75,7.92,7.42,7.67
Arabica,Guatemala,oriente,el papaturro,7.75,7.83,10.0,10.0,10.0,7.67,7.58,7.83,7.5,7.83
Arabica,Colombia,huila,,7.67,7.83,10.0,10.0,10.0,7.75,7.67,7.67,7.67,7.75
Arabica,Colombia,santander,,7.58,7.67,10.0,10.0,10.0,7.92,7.75,7.92,7.75,7.42
Arabica,Colombia,huila,,7.67,8.33,10.0,10.0,10.0,7.67,7.67,7.5,7.5,7.67
Arabica,Ethiopia,sidamo,,7.75,7.83,10.0,10.0,10.0,7.92,7.67,7.58,7.5,7.75
Arabica,Brazil,south of minas,fazenda rio verde,7.58,7.92,10.0,10.0,10.0,7.75,8.0,7.25,7.67,7.83
Arabica,Colombia,cauca,,7.67,7.67,10.0,10.0,10.0,7.75,7.67,7.75,7.67,7.83
Arabica,Kenya,blend,,7.67,7.67,10.0,10.0,10.0,7.67,7.92,7.75,7.5,7.83
Arabica,Thailand,thailand,doi tung development project,7.92,8.42,9.33,8.67,8.67,8.17,8.08,8.42,8.17,8.17
Arabica,Kenya,central kenya,-,7.67,7.67,10.0,10.0,10.0,7.67,7.83,7.75,7.67,7.75
Arabica,Uganda,kasese,,7.92,7.58,10.0,10.0,10.0,7.83,7.67,7.67,7.58,7.75
Arabica,Thailand,,doi tung development project,7.58,8.0,10.0,10.0,10.0,7.75,7.58,7.75,7.58,7.75
Arabica,Brazil,south of minas,fazenda capoeirnha,7.5,8.5,10.0,10.0,10.0,7.5,7.58,7.5,7.58,7.75
Arabica,Mexico,veracruz,cafetal,7.83,7.83,10.0,10.0,10.0,7.5,7.42,7.92,7.58,7.83
Arabica,Thailand,chiangrai,saveg coffee farm,7.67,7.83,10.0,10.0,10.0,7.83,7.67,7.67,7.5,7.75
Arabica,Brazil,south of minas,capoeirinha,7.58,7.83,10.0,10.0,10.0,7.83,7.58,7.75,7.67,7.67
Arabica,Taiwan,"leye, alishan township, chiayi county 嘉義阿里山樂野村",tsoustructive garden 鄒築園,7.83,7.83,10.0,10.0,9.33,7.75,7.83,7.75,7.83,7.75
Arabica,Colombia,huila,,7.75,7.67,10.0,10.0,10.0,7.75,7.83,7.75,7.5,7.67
Arabica,Colombia,la plata,,7.75,7.58,10.0,10.0,10.0,7.92,7.75,7.83,7.5,7.58
Arabica,Taiwan,台灣,very famous intl.名門義理國際股份有限公司,7.75,7.67,10.0,10.0,10.0,7.67,7.75,7.75,7.58,7.75
Arabica,Colombia,huila,,7.92,7.75,10.0,10.0,10.0,7.67,7.58,7.83,7.5,7.67
Arabica,Colombia,huila,,7.83,7.67,10.0,10.0,10.0,7.75,7.75,7.58,7.58,7.75
Arabica,Colombia,huila,,7.75,7.58,10.0,10.0,10.0,7.67,7.83,7.83,7.67,7.58
Arabica,Taiwan,台中和平區,神谷山莊園,8.0,7.17,10.0,10.0,10.0,7.33,7.67,7.92,7.92,7.92
Arabica,Colombia,santander,,7.67,7.5,10.0,10.0,10.0,7.83,7.67,7.75,7.67,7.83
Arabica,Mexico,xicotepec de juarez,finca cuetzalingo,7.67,7.67,10.0,10.0,10.0,7.83,7.75,7.67,7.58,7.75
Arabica,Mexico,la concordia,finca sant rosa,7.5,7.83,10.0,10.0,10.0,7.75,7.75,7.83,7.58,7.67
Arabica,Mexico,la yerbabuena,comunidad la yerbabuena,7.75,7.75,10.0,10.0,9.33,7.67,7.75,7.92,7.83,7.92
Arabica,Colombia,nariño,,7.92,7.75,10.0,10.0,10.0,7.67,7.58,7.83,7.5,7.58
Arabica,Colombia,huila,,7.83,7.58,10.0,10.0,10.0,7.75,7.75,7.75,7.5,7.67
Arabica,Costa Rica,tarrazu,gamboa,7.67,7.83,10.0,10.0,10.0,7.75,7.5,7.67,7.75,7.67
Arabica,Guatemala,antigua,finca medina,7.75,7.67,10.0,10.0,10.0,7.58,7.83,7.75,7.5,7.75
Arabica,Taiwan,台灣,優遊吧斯股份有限公司yuyupas international corp.,7.75,7.75,10.0,10.0,10.0,7.67,7.75,7.75,7.5,7.67
Arabica,Brazil,south of minas,rio verde,7.25,8.0,10.0,10.0,10.0,7.83,7.75,8.0,7.42,7.58
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",鄉舍咖啡 hometown coffee,7.67,7.83,10.0,10.0,10.0,7.75,7.42,7.75,7.67,7.75
Arabica,Ethiopia,oromia,,7.75,7.75,10.0,10.0,10.0,7.67,7.58,7.67,7.67,7.75
Arabica,Brazil,south of minas,rio verde,7.67,8.08,9.33,10.0,10.0,8.17,7.83,7.5,7.58,7.67
Arabica,Costa Rica,central valley,various,7.83,7.67,10.0,10.0,10.0,7.83,7.75,7.83,7.5,7.42
Arabica,Guatemala,oriente,el papaturro,7.58,7.75,10.0,10.0,10.0,7.75,7.58,8.0,7.33,7.83
Arabica,Brazil,south of minas,fazenda rio verde,7.92,7.75,10.0,10.0,10.0,7.5,8.17,7.67,7.33,7.5
Arabica,Ecuador,"province of manabi, ecuador",finca el trueno,7.5,7.67,10.0,10.0,10.0,7.83,7.83,7.75,7.58,7.67
Arabica,Colombia,huila,,7.67,7.92,10.0,10.0,10.0,7.67,7.58,7.83,7.58,7.58
Arabica,Guatemala,oriente,finca el morito,7.5,7.67,10.0,10.0,10.0,7.67,7.83,7.83,7.5,7.83
Arabica,Mexico,petatlan,predio cañada del encino,7.67,7.92,10.0,10.0,10.0,7.5,7.67,7.42,7.67,8.0
Arabica,Mexico,"la concordia, chiapas",finca santa teresa,7.67,7.83,10.0,10.0,10.0,7.75,7.75,7.75,7.5,7.58
Arabica,Brazil,carmo de minas,fazenda do sertao,7.83,7.83,10.0,10.0,10.0,7.58,7.5,7.67,7.58,7.83
Arabica,Thailand,"doi chaang village, chiang rai, thialand","doi chaang coffee original co.,ltd",7.75,7.5,10.0,10.0,10.0,7.58,7.67,8.0,7.58,7.75
Arabica,Thailand,,doi tung development project,7.5,7.75,10.0,10.0,10.0,7.83,7.75,7.58,7.58,7.83
Arabica,Ethiopia,sidamo,"phone number | 0911-51-08-01, email | at",7.58,7.5,10.0,10.0,10.0,7.5,7.83,8.0,7.58,7.83
Arabica,Kenya,nyeri,,7.75,7.83,10.0,10.0,10.0,7.75,7.75,7.58,7.5,7.58
Arabica,Brazil,south of minas,fazenda capoeirnha,7.67,7.75,10.0,10.0,10.0,7.67,7.67,7.75,7.58,7.67
Arabica,Colombia,huila,,7.83,7.75,10.0,10.0,10.0,7.58,7.58,7.58,7.58,7.83
Arabica,Taiwan,"台南市東山區 (dongshan dist., tainan city)",崁頭山咖啡館 (kan tou mountain coffee),7.67,7.75,10.0,10.0,10.0,7.83,7.67,7.58,7.58,7.67
Arabica,Colombia,huila,,7.92,7.67,10.0,10.0,10.0,7.5,7.75,7.67,7.5,7.75
Arabica,China,yunnan,pu’er specialty coffee cupping center,7.83,7.75,10.0,10.0,10.0,7.67,7.58,7.5,7.67,7.75
Arabica,Colombia,huila,,7.75,7.75,10.0,10.0,10.0,7.83,7.58,7.67,7.5,7.67
Arabica,Uganda,west nile,erussi farmers group,8.0,7.67,10.0,10.0,10.0,7.5,7.33,7.75,7.58,7.92
Arabica,United States (Puerto Rico),yauco region,hacienda caracolillo,7.83,7.75,10.0,9.33,9.33,8.17,8.0,7.67,7.83,7.83
Arabica,Colombia,huila,,7.67,7.67,10.0,10.0,10.0,7.67,7.5,7.92,7.67,7.67
Arabica,Colombia,huila,,7.67,7.5,10.0,10.0,10.0,8.33,8.0,7.42,7.42,7.42
Arabica,Colombia,huila,,7.58,7.75,10.0,10.0,10.0,7.67,7.67,7.67,7.75,7.67
Arabica,Colombia,huila,,7.75,7.58,10.0,10.0,10.0,8.0,7.42,7.58,7.75,7.67
Arabica,United States (Hawaii),kona,,7.25,7.75,10.0,10.0,10.0,8.25,7.83,7.58,7.67,7.42
Arabica,Mexico,"huazalingo, hidalgo",naranjal,7.83,7.83,10.0,10.0,10.0,7.67,7.75,7.5,7.58,7.58
Arabica,Guatemala,quetzaltenango,several farms,7.67,7.75,10.0,10.0,10.0,7.75,7.75,7.67,7.58,7.58
Arabica,Colombia,cauca,,7.83,8.08,10.0,10.0,10.0,7.67,7.42,7.33,7.58,7.83
Arabica,Colombia,cundinamarca,,7.75,7.75,10.0,10.0,10.0,8.5,7.58,7.25,7.25,7.67
Arabica,United States (Hawaii),kona,,7.83,7.75,10.0,10.0,10.0,7.5,7.58,7.67,7.75,7.67
Arabica,Brazil,south of minas,fazenda capoeirnha,7.67,7.83,10.0,10.0,10.0,7.5,7.67,7.67,7.5,7.83
Arabica,Kenya,meru county,,8.08,7.75,10.0,10.0,10.0,7.67,7.25,7.58,7.67,7.67
Arabica,Honduras,comayagua,los hicaques,7.5,7.33,10.0,10.0,10.0,8.0,8.0,7.67,7.67,7.5
Arabica,Nicaragua,jinotega,santa matilde,7.67,7.5,10.0,10.0,10.0,7.58,7.83,7.67,7.67,7.75
Arabica,Brazil,south of minas,capoeirinha,7.58,7.83,10.0,10.0,10.0,7.58,7.58,7.75,7.58,7.75
Arabica,Taiwan,"leye, alishan township, chiayi county",tsoustructive garden 鄒築園,7.5,7.75,10.0,10.0,10.0,7.67,7.83,7.92,7.33,7.67
Arabica,Costa Rica,west valley,,7.33,8.33,10.0,10.0,10.0,7.5,7.67,7.5,7.67,7.67
Arabica,Thailand,thailand,,7.5,7.75,10.0,10.0,10.0,7.58,7.67,7.83,7.58,7.75
Arabica,Colombia,huila,,7.5,7.83,10.0,10.0,10.0,7.67,7.67,7.75,7.5,7.75
Arabica,Guatemala,huehuetenango,finca las cuevitas,8.0,7.5,10.0,10.0,9.33,8.0,8.0,8.0,7.33,7.5
Arabica,Colombia,huila supremo,various,7.83,7.58,10.0,10.0,10.0,7.67,7.58,7.58,7.67,7.75
Arabica,Colombia,huila,,7.67,7.92,10.0,10.0,10.0,7.75,7.33,7.67,7.67,7.67
Arabica,Guatemala,oriente,la union monte verde,7.67,7.5,10.0,10.0,10.0,7.75,8.0,7.67,7.42,7.67
Arabica,Guatemala,oriente,el sacramento,7.83,7.67,10.0,10.0,10.0,7.83,7.67,7.67,7.33,7.67
Arabica,Colombia,huila,,7.75,7.83,10.0,10.0,10.0,7.75,7.17,7.83,7.58,7.75
Arabica,Guatemala,oriente,finca quequesquez,8.17,8.0,9.33,9.33,9.33,7.75,8.08,7.67,7.83,8.17
Arabica,Guatemala,oriente,agropecuaria quiagral,7.67,7.5,10.0,10.0,10.0,7.83,7.58,7.42,7.5,8.17
Arabica,Mexico,xicotepec de juarez,finca apoxtla,7.67,7.58,10.0,10.0,10.0,8.25,7.83,7.33,7.5,7.5
Arabica,Indonesia,east java,"ijen highland, east java",8.17,7.58,10.0,10.0,10.0,7.67,7.42,7.58,7.58,7.67
Arabica,Guatemala,"sacatepequez, guatemala",finca medina,7.67,7.83,10.0,10.0,10.0,7.67,7.67,8.0,7.33,7.5
Arabica,United States (Hawaii),,,7.75,8.17,9.33,9.33,9.33,8.0,7.75,8.08,7.92,8.0
Arabica,Brazil,south of minas,fazenda capoeirnha,7.58,7.92,10.0,10.0,10.0,7.58,7.67,7.58,7.58,7.67
Arabica,Guatemala,huehuetenango,finca santa clara,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.83,7.5,7.75
Arabica,Colombia,huila,,7.75,7.67,10.0,10.0,10.0,7.58,7.67,7.58,7.58,7.75
Arabica,China,yunnan,menglian mang pan professional cooperative,7.67,7.75,10.0,10.0,10.0,7.75,7.67,7.58,7.58,7.58
Arabica,Colombia,huila,,7.67,7.58,10.0,10.0,10.0,7.58,7.75,7.67,7.58,7.75
Arabica,Mexico,"chiapas, jaltenango",exportadora café california,7.75,7.75,10.0,10.0,10.0,7.67,7.5,7.58,7.58,7.75
Arabica,Ethiopia,yirgacheffe,lomi tasha,7.75,7.75,10.0,10.0,10.0,7.67,7.5,7.67,7.58,7.67
Arabica,Uganda,eastern,bulamburi coffee farmers,7.67,7.67,10.0,10.0,10.0,7.67,7.75,7.75,7.42,7.67
Arabica,Colombia,cundinamarca,,7.67,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.67,7.58
Arabica,Colombia,santander,,7.67,7.67,10.0,10.0,10.0,7.75,7.67,7.58,7.67,7.58
Arabica,Colombia,santander,,7.75,7.58,10.0,10.0,10.0,7.83,7.75,7.58,7.5,7.58
Arabica,Taiwan,taichung xinshe 台中市新社區,dragon coffee 龍咖啡,7.75,7.5,10.0,10.0,10.0,7.58,7.5,7.75,7.75,7.75
Arabica,Colombia,huila,,7.67,7.67,10.0,10.0,10.0,7.58,7.75,7.67,7.58,7.67
Arabica,Mexico,xalapa,ojo de agua,7.83,7.67,10.0,10.0,10.0,7.58,7.67,7.58,7.58,7.67
Arabica,Colombia,cundinamarca,,7.67,7.75,10.0,10.0,10.0,7.75,7.67,7.58,7.58,7.58
Arabica,Brazil,south of minas,fazenda jericó,7.83,7.67,10.0,10.0,10.0,7.58,7.5,7.75,7.5,7.75
Arabica,Colombia,cundinamarca,,7.75,7.58,10.0,10.0,10.0,7.5,7.75,7.75,7.58,7.58
Arabica,Taiwan,,南投縣魚池鄉水社村中正路63-1號,7.58,10.0,10.0,10.0,10.0,7.0,7.0,7.17,7.17,7.58
Arabica,Costa Rica,tarrazu,,7.92,7.83,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.42
Arabica,Colombia,pitalito,,7.75,7.58,10.0,10.0,10.0,7.75,7.75,7.5,7.58,7.58
Arabica,Guatemala,oriente,la esperanza,7.67,7.58,10.0,10.0,10.0,7.58,7.58,7.83,7.5,7.75
Arabica,Colombia,huila,,7.58,7.75,10.0,10.0,10.0,7.67,7.75,7.58,7.58,7.58
Arabica,"Tanzania, United Republic Of",nkure- meru,ano family,7.75,7.58,10.0,10.0,10.0,7.58,7.67,7.67,7.58,7.67
Arabica,Indonesia,bener meriah,yusrin,7.25,7.67,10.0,10.0,10.0,7.58,7.83,7.92,7.58,7.67
Arabica,Ethiopia,oromia,,7.67,7.58,10.0,10.0,10.0,7.67,7.75,7.58,7.5,7.75
Arabica,Colombia,huila,,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.83,7.67,7.42
Arabica,Colombia,huila,,8.0,7.58,10.0,10.0,10.0,7.58,7.92,7.58,7.25,7.58
Arabica,Guatemala,atitlan,several,7.58,7.75,10.0,10.0,10.0,7.67,7.42,7.83,7.5,7.75
Arabica,Colombia,cundinamarca,,7.75,7.67,10.0,10.0,10.0,7.83,7.83,7.5,7.33,7.58
Arabica,Honduras,comayagua,los hicaques,7.67,7.83,10.0,10.0,10.0,7.67,7.67,7.5,7.67,7.5
Arabica,Colombia,huila,,7.58,7.67,10.0,10.0,10.0,7.67,7.75,7.67,7.42,7.75
Arabica,Colombia,huila,,7.58,7.58,10.0,10.0,10.0,7.75,7.58,7.75,7.58,7.67
Arabica,Mexico,xalapa,finca los barreales 1112lban,7.83,8.42,10.0,10.0,10.0,7.42,7.5,7.5,7.25,7.58
Arabica,Mexico,chilón,,7.67,7.58,10.0,10.0,10.0,7.5,7.58,7.75,7.67,7.75
Arabica,Mexico,totutla,la corralera,7.75,7.83,10.0,10.0,10.0,7.5,7.33,7.75,7.67,7.67
Arabica,Guatemala,atitlan,santo tomas pachuj,7.83,7.5,10.0,10.0,10.0,7.5,7.67,8.0,7.5,7.5
Arabica,Colombia,huila,,7.67,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.58,7.58
Arabica,Guatemala,oriente,conquista / morito,7.5,7.58,10.0,10.0,10.0,7.67,8.0,7.5,7.75,7.5
Arabica,United States (Hawaii),,,7.5,7.58,10.0,10.0,10.0,7.67,7.58,7.92,7.58,7.67
Arabica,Indonesia,bondowoso,pancoer angkrek,7.83,7.58,10.0,10.0,10.0,7.58,7.75,7.58,7.58,7.58
Arabica,Colombia,huila,,7.5,7.67,10.0,10.0,10.0,7.83,7.75,7.5,7.58,7.58
Arabica,Guatemala,san marcos,piamonte,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.58,7.5,7.75
Arabica,Colombia,huila,,7.67,7.67,10.0,10.0,10.0,7.58,7.67,7.67,7.5,7.67
Arabica,Costa Rica,tarrazu,gamboa,7.58,7.83,10.0,10.0,10.0,7.67,7.5,7.92,7.42,7.5
Arabica,Taiwan,,日月潭文武莊園,7.67,10.0,10.0,10.0,10.0,7.0,7.0,7.08,7.0,7.67
Arabica,Uganda,eastern,bulago & buginyanya,7.58,7.75,10.0,10.0,10.0,7.58,7.67,7.75,7.33,7.75
Arabica,Thailand,thailand,matsuzawa coffee,7.5,7.67,10.0,10.0,10.0,7.67,7.75,7.5,7.75,7.58
Arabica,El Salvador,apaneca,la joya,7.58,7.58,10.0,10.0,10.0,7.67,7.75,7.58,7.75,7.5
Arabica,Colombia,huila,,7.58,7.67,10.0,10.0,10.0,7.67,7.58,7.67,7.58,7.67
Arabica,Brazil,vale da grama,cachoeira da grama farm,7.33,7.75,10.0,10.0,10.0,7.83,7.42,7.5,7.75,7.83
Arabica,"Tanzania, United Republic Of",karatu northern,ngila estate,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.67,7.58,7.67
Arabica,Colombia,huila,,7.58,7.58,10.0,10.0,9.33,8.58,7.75,7.75,7.25,7.58
Arabica,Guatemala,oriente,el papaturro,7.75,7.5,10.0,10.0,10.0,7.67,7.5,7.83,7.33,7.83
Arabica,Guatemala,antigua,finca medina,7.67,7.58,10.0,10.0,10.0,7.5,7.58,7.83,7.5,7.75
Arabica,Guatemala,oriente,el morito,7.67,7.58,10.0,10.0,10.0,7.75,7.75,7.42,7.75,7.5
Arabica,United States (Hawaii),kona,,7.42,7.67,10.0,10.0,10.0,7.67,7.67,7.58,7.67,7.75
Arabica,Colombia,cundinamarca,various,7.5,7.67,10.0,10.0,10.0,7.75,7.67,7.5,7.58,7.75
Arabica,Colombia,huila,,7.58,7.58,10.0,10.0,10.0,7.67,7.75,7.67,7.58,7.58
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,7.5,7.5,10.0,10.0,10.0,7.58,7.83,7.67,7.42,7.92
Arabica,Thailand,,doi tung development project,7.58,7.83,10.0,10.0,10.0,7.42,7.92,7.92,7.5,7.25
Arabica,Mexico,nayarit,,7.25,8.0,10.0,10.0,9.0,8.75,7.5,7.63,7.38,7.88
Arabica,Colombia,huila,various,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.75,7.5
Arabica,Colombia,guayata,,7.67,7.67,10.0,10.0,10.0,7.75,7.67,7.42,7.58,7.58
Arabica,Colombia,huila,,7.83,7.67,10.0,10.0,10.0,7.58,7.5,7.58,7.58,7.58
Arabica,Brazil,south of minas,rio verde,7.5,7.58,10.0,10.0,10.0,7.92,7.58,7.58,7.33,7.83
Arabica,Mexico,chiapas,ecc,7.75,7.58,10.0,10.0,10.0,7.58,7.5,7.67,7.5,7.75
Arabica,Colombia,santander,various,7.67,7.42,10.0,10.0,10.0,7.42,7.83,7.83,7.42,7.75
Arabica,"Tanzania, United Republic Of",arusha,mondul coffee estate,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.67,7.58
Arabica,Mexico,veracruz,el pino,7.67,7.67,10.0,10.0,10.0,7.58,7.5,7.67,7.58,7.67
Arabica,Costa Rica,san ramon,several,7.67,7.58,10.0,10.0,10.0,7.67,7.67,7.67,7.42,7.67
Arabica,United States (Hawaii),kona,,7.83,7.83,9.33,10.0,9.33,8.0,7.92,7.67,7.83,7.58
Arabica,Costa Rica,central valley,several,7.5,8.0,10.0,10.0,10.0,7.17,7.83,7.5,7.67,7.67
Arabica,Peru,,,7.83,7.5,10.0,10.0,9.33,7.58,7.92,7.83,7.58,7.75
Arabica,Haiti,"thiotte, haiti",marre blanche,7.58,7.83,10.0,10.0,10.0,7.42,7.83,7.5,7.67,7.5
Arabica,Colombia,pitalito,,7.67,7.5,10.0,10.0,10.0,7.42,7.92,7.67,7.5,7.67
Arabica,Guatemala,oriente,el sacramento,7.83,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.17,7.67
Arabica,United States (Hawaii),kona,,7.92,7.83,10.0,10.0,9.33,7.67,7.67,7.83,7.58,7.5
Arabica,Burundi,kayanza,sogestal kayanza,7.75,7.83,10.0,10.0,10.0,7.75,7.5,7.5,7.33,7.67
Arabica,Colombia,huila,,7.5,7.67,10.0,10.0,10.0,7.58,7.67,7.58,7.67,7.67
Arabica,United States (Hawaii),kona,,8.08,7.92,9.33,10.0,9.33,7.58,7.67,7.75,7.83,7.83
Arabica,United States (Hawaii),,,7.58,7.5,10.0,10.0,10.0,7.67,7.83,7.5,7.58,7.67
Arabica,Mexico,sierra madre occidental,corta pico,7.67,7.67,10.0,10.0,10.0,7.5,7.33,7.83,7.42,7.83
Arabica,Costa Rica,tarrazu,estate la patricia,7.5,7.58,10.0,10.0,10.0,7.67,7.67,7.5,7.83,7.5
Arabica,Costa Rica,tarrazu,coopellanobonito,7.83,7.67,10.0,10.0,10.0,7.67,7.5,7.67,7.42,7.5
Arabica,Guatemala,nuevo oriente,linda vista,7.5,7.67,10.0,10.0,10.0,7.58,7.67,7.83,7.42,7.58
Arabica,Uganda,"sipi, mt elgon",kawacom uganda ltd sipi farmers group,7.5,7.67,10.0,10.0,10.0,7.67,7.67,7.42,7.67,7.67
Arabica,Brazil,campos altos - cerrado,,7.58,8.0,10.0,10.0,10.0,7.42,7.67,7.5,7.42,7.67
Arabica,Colombia,huila,,7.58,7.58,10.0,10.0,10.0,7.83,7.75,7.17,7.67,7.67
Arabica,Mexico,cuarenteño,los charcos,7.83,7.42,10.0,10.0,10.0,7.58,7.58,7.58,7.5,7.75
Arabica,Taiwan,natou county,sunshine valley estate 向陽高山咖啡,7.67,7.58,10.0,10.0,10.0,7.83,7.67,7.5,7.5,7.5
Arabica,Taiwan,南投國姓,以勒咖啡,7.92,7.33,10.0,10.0,10.0,7.33,7.5,7.58,7.75,7.83
Arabica,Colombia,eje cafetero,,7.58,7.67,10.0,10.0,10.0,7.75,7.58,7.58,7.5,7.58
Arabica,Guatemala,antigua,finca medina,7.5,7.67,10.0,10.0,10.0,7.5,7.67,7.67,7.58,7.67
Arabica,Colombia,huila,,7.83,7.58,10.0,10.0,10.0,7.67,7.67,7.33,7.67,7.5
Arabica,Mexico,chiapas,various,7.58,7.75,10.0,10.0,10.0,7.58,7.58,7.5,7.5,7.75
Arabica,United States (Hawaii),kona,,7.58,7.67,9.33,10.0,9.33,7.67,8.08,8.0,7.83,7.75
Arabica,Mexico,veracruz,finca teocelo,7.75,7.67,10.0,10.0,10.0,7.58,7.5,7.58,7.58,7.58
Arabica,Mexico,fortín de las flores,mata larga,7.75,7.58,10.0,10.0,10.0,7.5,7.33,7.92,7.42,7.75
Arabica,Guatemala,oriente,agropecuaria quiagral,7.83,7.42,10.0,10.0,10.0,8.08,7.42,7.83,7.08,7.58
Arabica,Brazil,grama valley,água limpa,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.5,7.67
Arabica,Colombia,huila,,7.67,7.58,10.0,10.0,10.0,7.58,7.83,7.42,7.58,7.58
Arabica,Colombia,la plata,,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.5,7.5,7.67
Arabica,Colombia,huila,,7.92,7.5,10.0,10.0,10.0,7.58,7.83,7.42,7.25,7.75
Arabica,Colombia,cauca,,8.0,7.5,10.0,10.0,10.0,7.5,7.67,7.25,7.67,7.67
Arabica,Colombia,cundinamarca,,7.92,7.58,10.0,10.0,10.0,7.67,7.42,7.42,7.5,7.75
Arabica,Brazil,south of minas,fazenda capoeirnha,7.67,7.75,10.0,10.0,10.0,7.58,7.67,7.58,7.5,7.42
Arabica,Guatemala,oriente,beneficio el torreon,7.58,7.67,10.0,10.0,10.0,7.58,7.75,7.67,7.33,7.58
Arabica,"Tanzania, United Republic Of",moshi,mamsera,7.67,7.58,10.0,10.0,10.0,7.58,7.67,7.67,7.42,7.58
Arabica,Peru,,,7.92,7.5,10.0,10.0,10.0,7.5,7.67,7.58,7.5,7.5
Arabica,Vietnam,dala,apollo estate,7.58,7.58,10.0,10.0,10.0,8.58,7.58,7.33,7.08,7.42
Arabica,Guatemala,antigua,finca medina,7.67,7.5,10.0,10.0,10.0,7.5,7.58,7.75,7.42,7.75
Arabica,Honduras,marcala,bethel,7.67,7.5,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.67
Arabica,China,yunnan,chen lin,7.5,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.33,7.67
Arabica,China,dehong prefecture,yunnan success trade co.ltd,7.67,7.67,10.0,10.0,10.0,7.58,7.42,7.67,7.5,7.67
